Country Name,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Middle East & North Africa (excluding high income),3.9,3.9,4.0,5.7,6.0,7.0,6.4,8.6,8.8,8.8,9.1,11.0,10.5,14.2,16.4,16.8,16.9,17.6,16.6,16.9,16.3,18.4
Montenegro,,,,,,,,8.6,11.1,11.1,11.1,11.1,12.3,17.3,16.0,17.3,17.3,23.5,23.5,23.5,28.4,22.2
Mongolia,7.9,10.5,10.5,10.5,10.5,6.8,6.7,6.6,6.6,4.2,3.9,3.9,3.9,14.9,14.9,14.9,14.5,17.1,17.1,17.1,17.3,17.3
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,30.0,30.0,30.0,30.0,34.8,34.8,34.8,34.8,34.8,39.2,39.2,39.2,39.2,39.2,,39.6,39.6,39.6,39.6,41.2,42.4
Mauritania,3.8,3.8,,,3.7,3.7,,17.9,22.1,22.1,22.1,22.1,22.1,22.1,,25.2,25.2,25.2,25.2,20.3,20.3,20.3
Mauritius,7.6,5.7,5.7,5.7,5.7,5.7,17.1,17.1,17.1,17.1,17.1,18.8,18.8,18.8,18.8,18.8,11.6,11.6,11.6,11.6,20.0,20.0
Malawi,8.3,9.3,9.3,9.3,9.3,14.0,13.6,13.6,13.0,13.0,20.8,20.8,22.3,22.3,22.3,16.7,16.7,16.7,16.7,16.7,22.9,22.9
Malaysia,,10.4,10.4,10.4,10.5,9.1,9.1,9.1,10.0,10.8,9.9,9.9,10.4,10.4,10.4,10.4,10.4,10.4,10.4,13.9,14.4,14.9
North America,16.3,,16.7,16.6,16.8,17.5,17.6,18.2,18.6,19.1,19.0,19.0,20.1,20.8,20.7,21.7,22.3,22.2,22.4,25.0,25.9,28.1
Namibia,22.2,25.0,25.0,25.0,26.4,25.0,26.9,26.9,26.9,26.9,26.9,24.4,24.4,24.4,24.4,,41.3,41.3,41.3,46.2,42.7,43.3
New Caledonia,,,,,,,,,,,,,,,,,,,,,,
Niger,,1.2,1.2,1.2,1.2,12.4,12.4,12.4,12.4,12.4,9.7,,13.3,13.3,13.3,13.3,13.3,14.6,17.0,17.0,17.0,17.0
Nigeria,,3.4,3.4,3.4,4.7,4.7,6.4,6.1,7.0,7.0,7.0,7.0,6.8,6.7,6.7,6.7,5.6,5.6,5.6,5.6,3.4,7.2
Nicaragua,9.7,9.7,,20.7,20.7,20.7,20.7,15.2,18.5,18.5,20.7,20.7,40.2,40.2,40.2,42.4,41.3,45.7,45.7,45.7,44.6,47.3
Netherlands,36.0,36.0,36.0,34.0,36.7,36.7,36.7,36.7,39.3,41.3,42.0,40.7,40.7,38.7,38.7,38.7,37.3,37.3,36.0,36.0,31.3,33.3
Norway,36.4,36.4,35.8,36.4,36.4,38.2,37.9,37.9,36.1,36.1,39.6,39.6,39.6,39.6,39.6,39.6,39.6,39.6,41.4,41.4,40.8,41.4
Nepal,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,17.3,33.2,33.2,33.2,33.2,33.2,,29.5,29.5,29.6,29.6,32.7,32.7,32.7
Nauru,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,5.3,5.3,10.5,10.5,10.5,10.5
New Zealand,29.2,30.8,30.8,29.2,28.3,28.3,32.2,32.2,33.1,33.6,33.6,33.6,32.2,32.2,32.2,29.8,31.4,31.4,38.3,38.3,40.8,48.3
OECD members,17.3,18.0,17.7,19.2,19.5,20.1,20.7,21.1,22.2,22.4,23.1,23.2,24.0,25.0,26.2,26.8,27.8,28.0,28.9,29.9,30.8,31.5
Oman,,,,,,2.4,2.4,2.4,0.0,0.0,0.0,0.0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.3,2.3
Other small states,9.7,10.7,10.9,12.6,13.3,13.7,14.7,13.7,14.8,15.3,15.2,15.6,16.1,17.1,17.1,17.4,18.6,19.0,18.6,20.0,20.5,20.9
Pakistan,,,,21.1,21.6,21.3,21.3,21.3,21.1,22.5,22.2,22.2,22.5,22.5,20.7,20.7,20.6,20.6,20.6,20.2,20.2,20.2
Panama,,9.9,9.9,9.9,9.9,16.7,16.7,16.7,16.7,16.7,8.5,8.5,8.5,8.5,8.5,19.3,18.3,18.3,18.3,18.3,21.1,22.5
Peru,10.8,,18.3,18.3,18.3,18.3,18.3,29.2,29.2,29.2,27.5,27.5,21.5,21.5,21.5,22.3,22.3,27.7,27.7,27.7,30.0,26.2
Philippines,12.4,11.3,17.8,17.8,17.8,15.3,15.3,15.3,20.5,20.5,21.0,22.1,22.9,22.9,27.3,27.3,27.2,29.8,29.5,29.5,28.0,28.0
Palau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,12.5,6.3
Papua New Guinea,1.8,1.8,1.8,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,2.7,2.7,2.7,2.7,2.7,0.0,0.0,0.0,0.0
Poland,13.0,13.0,20.2,20.2,20.2,20.2,20.4,20.4,20.4,20.2,20.0,20.0,23.7,23.7,23.7,24.3,27.4,27.4,28.0,28.0,28.7,28.7
Pre-demographic dividend,,10.0,11.3,12.8,13.1,13.7,15.3,16.1,16.7,17.2,17.4,17.2,19.5,20.2,21.3,20.9,21.8,22.1,22.3,22.0,22.0,22.9
Puerto Rico,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",20.1,20.1,20.1,20.1,,20.1,20.1,20.1,20.1,20.1,15.6,15.6,15.6,15.6,15.6,16.3,16.3,16.3,16.3,16.3,17.6,17.6
Portugal,18.7,17.4,18.7,19.1,19.1,19.1,21.3,21.3,28.3,28.3,27.4,27.4,28.7,28.7,31.3,31.3,34.8,34.8,34.8,34.8,38.7,40.0
Paraguay,2.5,2.5,2.5,2.5,8.8,10.0,10.0,10.0,10.0,12.5,12.5,12.5,12.5,12.5,17.5,15.0,15.0,15.0,13.8,15.0,15.0,16.3
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,4.7,,2.9,3.2,2.7,3.6,3.9,,,,,,,,,4.9,5.7,6.5,7.3,7.8,7.8,8.1
Post-demographic dividend,18.2,19.4,19.0,20.1,20.7,21.7,22.0,22.8,23.7,24.3,24.7,24.9,25.3,25.9,27.5,28.1,28.6,28.6,29.6,30.4,32.0,32.9
French Polynesia,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,9.8,9.8,9.8
Romania,7.3,,10.7,10.7,10.7,11.4,11.2,11.2,9.4,11.4,11.4,11.4,11.2,13.3,13.3,13.5,13.7,13.7,20.7,20.7,21.9,21.9
Russian Federation,,7.7,7.6,7.6,7.6,9.8,9.8,9.8,14.0,14.0,14.0,14.0,13.6,13.6,13.6,13.6,13.6,12.7,15.8,15.8,15.8,15.8
Rwanda,17.1,25.7,25.7,25.7,48.8,48.8,48.8,48.8,48.8,56.3,56.3,56.3,56.3,56.3,63.8,63.8,63.8,63.8,61.3,61.3,61.3,61.3
South Asia,7.0,8.4,8.1,9.1,9.2,9.0,13.3,12.8,14.3,18.4,20.0,20.0,20.3,20.3,15.7,19.2,19.3,19.4,19.4,17.1,19.0,18.9
Saudi Arabia,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9
Sudan,,,9.7,9.7,9.7,9.7,14.7,17.8,18.1,18.1,18.9,25.6,24.6,24.6,24.6,24.3,30.5,30.5,30.5,30.5,,
Senegal,12.1,12.1,16.7,19.2,19.2,19.2,19.2,19.2,22.0,22.0,22.7,22.7,22.7,42.7,42.7,43.3,42.7,42.7,41.8,41.8,41.8,43.0
Singapore,4.3,4.3,11.8,11.8,16.0,16.0,16.0,21.2,24.5,24.5,23.4,23.4,22.2,24.2,24.2,25.3,23.9,23.8,23.0,23.0,23.0,29.5
Solomon Islands,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.1,6.4
Sierra Leone,8.8,8.8,8.8,,14.5,14.5,14.5,14.5,13.2,13.2,13.2,13.2,12.9,12.4,12.4,12.1,12.4,12.4,12.4,12.3,12.3,12.3
El Salvador,16.7,9.5,9.5,9.5,10.7,10.7,10.7,16.7,16.7,16.7,19.0,19.0,19.0,26.2,26.2,27.4,32.1,32.1,32.1,31.0,31.0,33.3
San Marino,13.3,13.3,16.7,16.7,16.7,16.7,16.7,11.7,11.7,15.0,16.7,16.7,18.3,16.7,18.3,18.3,16.7,23.3,26.7,26.7,25.0,33.3
Somalia,,,,,,,8.0,7.8,8.2,8.2,6.9,6.8,6.8,13.8,13.8,13.8,13.8,,24.4,24.4,24.4,24.4
Serbia,,,,,,,,12.0,20.4,21.6,21.6,21.6,22.0,33.2,33.2,34.0,34.0,34.0,34.4,34.4,37.7,38.8
Sub-Saharan Africa (excluding high income),,11.5,12.2,13.4,13.6,14.7,16.2,16.6,17.3,17.8,18.4,18.7,20.4,21.3,22.4,22.1,23.6,23.8,24.0,24.1,24.1,24.9
South Sudan,,,,,,,,,,,,,26.5,26.5,26.5,26.5,26.5,28.5,28.5,28.5,28.5,28.5
Sub-Saharan Africa,,11.6,12.3,13.5,13.7,14.7,16.2,16.6,17.3,17.8,18.5,18.7,20.5,21.4,22.5,22.2,23.6,23.8,24.0,24.1,24.1,24.9
Small states,9.5,9.9,10.3,11.6,12.3,12.9,13.5,13.0,13.9,14.1,14.0,13.9,14.4,15.1,15.3,15.5,16.9,17.5,17.4,18.5,19.1,19.9
Sao Tome and Principe,9.1,9.1,9.1,,9.1,9.1,9.1,7.3,1.8,7.3,7.3,18.2,18.2,18.2,18.2,18.2,18.2,18.2,18.2,14.5,14.5,23.6
Suriname,15.7,,17.6,17.6,17.6,19.6,25.5,25.5,25.5,25.5,25.5,9.8,11.8,11.8,11.8,11.8,25.5,25.5,25.5,25.5,31.4,29.4
Slovak Republic,12.7,14.0,14.0,17.3,19.3,16.7,16.7,20.0,19.3,19.3,18.0,15.3,16.0,18.7,18.7,18.7,18.7,20.0,20.0,20.0,20.0,22.7
Slovenia,7.8,,12.2,12.2,12.2,12.2,12.2,12.2,12.2,13.3,14.4,14.4,32.2,32.2,32.2,35.6,36.7,36.7,36.7,24.4,27.8,27.8
Sweden,42.7,42.7,42.7,45.0,45.3,45.3,45.3,47.3,47.0,47.0,46.4,45.0,44.7,44.7,45.0,44.7,43.6,43.6,43.6,46.1,47.3,47.0
Eswatini,3.1,3.1,3.1,3.1,10.8,10.8,10.8,10.8,10.8,13.8,13.6,13.6,13.6,13.6,6.2,6.2,6.2,6.2,6.2,7.2,7.2,9.6
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,
Seychelles,23.5,23.5,23.5,29.4,29.4,29.4,29.4,29.4,23.5,23.5,23.5,23.5,43.8,43.8,43.8,43.8,43.8,21.2,21.2,21.2,21.2,24.2
Syrian Arab Republic,10.4,10.4,10.4,10.4,12.0,12.0,12.0,12.0,12.0,12.4,12.4,12.4,12.4,12.0,12.0,12.0,12.4,13.2,13.2,13.2,13.2,11.2
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,
Chad,2.4,2.4,2.4,,5.8,6.5,6.5,6.5,5.2,5.2,5.2,5.2,12.8,14.9,14.9,14.9,14.9,14.9,12.8,15.3,14.9,15.4
East Asia & Pacific (IDA & IBRD countries),18.3,16.9,17.2,17.9,16.8,16.7,16.9,17.2,17.7,18.0,18.8,18.1,18.1,18.4,19.6,19.3,20.1,20.2,20.5,21.1,21.2,21.9
Europe & Central Asia (IDA & IBRD countries),,8.6,10.8,12.8,10.6,12.4,12.3,12.8,14.8,15.1,15.8,15.9,16.9,18.2,18.4,18.9,18.9,19.2,21.1,21.5,23.2,24.4
Togo,,4.9,4.9,4.9,7.4,6.2,7.4,8.6,11.1,11.1,11.1,11.1,11.1,11.1,15.4,17.6,17.6,17.6,17.6,17.6,16.5,18.7
Thailand,5.6,4.8,9.2,9.2,9.2,8.8,10.6,8.7,11.7,11.7,13.3,13.3,15.8,15.8,15.8,6.1,6.1,6.1,4.8,5.3,16.2,15.7
Tajikistan,2.8,15.0,12.7,12.7,12.7,12.7,17.5,17.5,17.5,17.5,17.5,19.0,19.0,19.0,19.0,16.9,19.0,19.0,19.0,19.0,19.0,23.8
Turkmenistan,,26.0,26.0,26.0,26.0,,16.0,16.0,16.0,,16.8,16.8,16.8,16.8,16.8,26.4,25.8,25.8,25.8,24.8,25.0,25.0
Latin America & the Caribbean (IDA & IBRD countries),11.8,12.6,11.8,14.0,15.4,16.0,17.5,17.7,18.7,18.7,19.4,19.7,19.6,21.3,21.8,24.0,24.3,25.6,26.5,27.8,28.4,29.5
Timor-Leste,,,,26.1,26.1,25.3,25.3,25.3,29.2,29.2,29.2,29.2,32.3,38.5,38.5,38.5,38.5,38.5,32.3,33.8,38.5,38.5
Middle East & North Africa (IDA & IBRD countries),3.9,3.9,4.0,5.7,6.0,7.0,6.4,8.6,8.8,8.8,9.1,11.0,10.5,14.2,16.4,16.8,16.9,17.6,16.6,16.9,16.3,18.4
Tonga,,0.0,0.0,,0.0,0.0,3.4,3.3,3.3,3.1,3.1,0.0,3.6,3.6,3.6,0.0,0.0,0.0,7.7,7.4,7.4,7.4
South Asia (IDA & IBRD),7.0,8.4,8.1,9.1,9.2,9.0,13.3,12.8,14.3,18.4,20.0,20.0,20.3,20.3,15.7,19.2,19.3,19.4,19.4,17.1,19.0,18.9
Sub-Saharan Africa (IDA & IBRD countries),,11.6,12.3,13.5,13.7,14.7,16.2,16.6,17.3,17.8,18.5,18.7,20.5,21.4,22.5,22.2,23.6,23.8,24.0,24.1,24.1,24.9
Trinidad and Tobago,11.1,,11.1,19.4,19.4,19.4,19.4,19.4,26.8,26.8,26.8,28.6,28.6,28.6,28.6,28.6,31.0,31.0,31.0,31.0,31.0,26.2
Tunisia,11.5,11.5,11.5,11.5,11.5,22.8,22.8,22.8,22.8,22.8,27.6,27.6,26.7,26.7,26.7,31.3,31.3,31.3,31.3,31.3,22.6,24.9
Turkey,4.2,4.2,4.2,,4.4,4.4,4.4,4.4,9.1,9.1,9.1,9.1,14.2,14.2,14.4,14.4,14.9,14.9,14.6,17.4,17.4,17.3
Tuvalu,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.3,6.3
Tanzania,16.4,,22.3,22.3,21.4,21.4,30.4,30.4,30.4,30.4,30.7,,36.0,36.0,36.0,36.0,36.0,36.6,37.2,37.2,36.9,36.7
Uganda,17.9,17.8,24.7,24.7,24.7,23.9,23.9,29.8,30.7,30.7,31.5,31.3,35.0,35.0,35.0,35.0,35.0,33.5,34.3,34.3,34.9,34.9
Ukraine,7.8,7.8,7.8,,5.3,5.3,5.3,8.7,8.2,8.2,8.0,8.0,8.0,9.4,9.4,11.7,12.1,12.0,12.3,12.3,20.5,20.8
Upper middle income,15.3,15.1,15.2,16.5,16.5,17.5,16.7,17.6,18.5,19.1,19.8,19.8,20.6,21.4,22.4,22.7,23.0,23.7,24.5,25.7,26.3,26.5
Uruguay,12.1,12.1,12.1,12.1,12.1,12.1,11.1,11.1,12.1,12.1,14.1,15.2,12.1,12.1,12.1,13.1,16.2,16.2,20.2,20.2,19.2,21.2
United States,13.3,,14.0,13.8,14.3,14.9,15.2,16.3,16.8,17.0,16.8,16.8,16.8,18.0,17.8,19.3,19.4,19.2,19.4,23.5,23.4,27.5
Uzbekistan,,7.2,7.2,7.2,7.2,17.5,17.5,17.5,17.5,17.5,22.0,22.0,22.0,22.0,22.0,22.0,16.0,16.0,16.0,16.0,16.0,32.0
St. Vincent and the Grenadines,4.8,4.8,,22.7,22.7,22.7,18.2,18.2,18.2,18.2,21.7,14.3,17.4,17.4,13.0,13.0,13.0,13.0,13.0,13.0,13.0,18.2
"Venezuela, RB",12.1,,9.7,9.7,9.7,9.7,17.4,18.0,18.6,18.6,17.5,17.0,17.0,17.0,17.0,17.0,17.0,14.4,22.2,22.2,22.2,22.2
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,
Vietnam,26.0,26.0,26.0,27.3,27.3,27.3,27.3,27.3,25.8,25.8,25.8,25.8,24.4,24.4,24.4,24.3,24.3,26.7,26.7,26.7,26.7,26.7
Vanuatu,0.0,0.0,0.0,1.9,1.9,3.8,3.8,3.8,3.8,3.8,3.8,3.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
World,13.5,13.9,14.1,15.2,15.2,15.9,16.5,17.0,17.9,18.4,19.0,19.2,19.8,20.8,21.8,22.2,22.8,23.1,23.6,24.1,24.6,25.6
Samoa,8.2,8.2,6.1,6.1,6.1,6.1,6.1,6.1,8.2,8.2,8.2,8.2,4.1,4.1,4.1,6.1,6.1,10.0,10.0,10.0,10.0,10.0
Kosovo,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",0.7,0.7,0.7,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3
South Africa,30.0,29.8,29.8,29.8,29.8,32.8,32.8,32.8,33.0,33.0,44.5,44.5,42.3,42.3,42.3,41.5,42.0,42.0,41.8,42.7,46.3,46.8
Zambia,10.1,10.1,10.1,12.0,12.0,12.0,12.7,14.6,15.2,15.2,14.0,14.0,11.5,11.5,11.5,10.8,12.7,18.0,18.0,18.0,18.0,16.8
Zimbabwe,14.0,9.3,10.0,10.0,10.0,10.0,16.0,16.7,16.0,15.2,15.0,15.0,15.0,15.0,31.5,31.5,31.5,31.5,32.6,31.5,31.9,31.9
